# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97978    0.02398538    0.00000741    0.06685973        979861    0.02317654    0.00011942    0.06635329
          20         97978    0.02320337   -0.00034225    0.06637851       1959539    0.02314824   -0.00005698    0.06607556
          30         97974    0.02340232   -0.00013244    0.06635891       2939373    0.02315962   -0.00011157    0.06613861
          40         97973    0.02306653   -0.00053192    0.06661276       3919186    0.02314736    0.00000918    0.06613892
          50         97985    0.02339235   -0.00053674    0.06714944       4899220    0.02314182    0.00003078    0.06613802
          60         97913    0.02342009    0.00036071    0.06551713       5878937    0.02314914    0.00004202    0.06615946
          70         98044    0.02356031    0.00049756    0.06678054       6858749    0.02314922    0.00008235    0.06620010
          80         98016    0.02328047   -0.00052711    0.06716999       7838291    0.02313960    0.00006759    0.06622234
          90         97930    0.02288204   -0.00000471    0.06568786       8817968    0.02312331    0.00004330    0.06620108
         100         98005    0.02280620    0.00035108    0.06578507       9797843    0.02313712    0.00004325    0.06620615
