# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         98073    0.02284619    0.00016530    0.06579150        979861    0.02298389    0.00014222    0.06596987
          20         97957    0.02381553    0.00006933    0.06672813       1959547    0.02306969    0.00001057    0.06614083
          30         97949    0.02285401   -0.00047105    0.06606157       2939476    0.02307755    0.00000842    0.06608304
          40         97999    0.02344583   -0.00033379    0.06627517       3919460    0.02309682   -0.00004042    0.06615813
          50         98011    0.02326224    0.00016252    0.06707832       4899264    0.02312539   -0.00006700    0.06618528
          60         97926    0.02273340    0.00034576    0.06643975       5878886    0.02314079   -0.00006775    0.06619566
          70         97976    0.02367319    0.00056506    0.06574498       6858821    0.02316740   -0.00002995    0.06619039
          80         98003    0.02312235    0.00017879    0.06586095       7838783    0.02316085   -0.00003945    0.06618758
          90         98009    0.02280324    0.00004521    0.06617449       8818669    0.02315330   -0.00004182    0.06620536
         100         97971    0.02307665    0.00068586    0.06673987       9798437    0.02314809   -0.00004260    0.06620547
