# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97986    0.01996676   -0.00051812    0.01215570        980121    0.01986602   -0.00010874    0.01303235
          20         98018    0.01946747    0.00044618    0.01322382       1960103    0.01987974   -0.00005258    0.01308012
          30         97937    0.01933075    0.00018884    0.01297156       2939966    0.01983560    0.00002804    0.01305700
          40         97910    0.01902163   -0.00041490    0.01254967       3919650    0.01982418    0.00000158    0.01299806
          50         97979    0.01921155    0.00029208    0.01340354       4899436    0.01980710    0.00002617    0.01302353
          60         97966    0.02009990    0.00033570    0.01231425       5879377    0.01984304    0.00007823    0.01302881
          70         97979    0.01976259    0.00031669    0.01324268       6859398    0.01984014    0.00003277    0.01300964
          80         98004    0.01931885    0.00051789    0.01304485       7839393    0.01983249    0.00004448    0.01298647
          90         98058    0.01937726   -0.00064542    0.01297447       8819447    0.01982967    0.00002162    0.01296378
         100         97965    0.01936118   -0.00004153    0.01242016       9799343    0.01982228    0.00002592    0.01297094
