# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         82867    0.05163310    0.00107345    0.20842975        829058    0.05174819    0.00042000    0.20862100
          20         82957    0.05146632   -0.00077859    0.20881033       1658148    0.05167339    0.00011992    0.20844763
          30         83015    0.05204666   -0.00036599    0.20676152       2487778    0.05172370   -0.00002871    0.20860331
          40         82885    0.05096945   -0.00044143    0.20749989       3317646    0.05169844   -0.00000111    0.20843535
          50         82815    0.05224788   -0.00180409    0.20912651       4146571    0.05172021    0.00000332    0.20854522
          60         83018    0.05200981    0.00023046    0.20798341       4976014    0.05171268    0.00010712    0.20853494
          70         82880    0.05180249   -0.00014526    0.20873353       5805447    0.05171496    0.00007927    0.20852091
          80         83007    0.05148561    0.00045352    0.20997685       6634383    0.05170637    0.00010838    0.20856743
          90         82880    0.05196113   -0.00006027    0.20812926       7463566    0.05169524    0.00010393    0.20853070
         100         82868    0.05179973    0.00024090    0.21028562       8292631    0.05169710    0.00011936    0.20854810
