  0.180735E+01  0.145886E+00 -0.793560E-01  0.452840E+00  0.215478E+00 -0.396127E+00 -0.414356E-01
  0.100403E+01 -0.922162E-01 -0.276177E-02  0.177725E-02  0.529796E-04  0.176900E-02 -0.162621E-03
  0.997974E+00  0.365328E-01 -0.841096E-01  0.166848E+01  0.152394E+01 -0.661919E+00 -0.152669E+00
  0.151562E+01 -0.930270E-02 -0.138955E+00  0.197441E+01  0.196173E+01  0.131334E+00 -0.180661E+00
  0.113754E+01 -0.104502E+00 -0.219026E-02  0.870812E-03  0.181707E-04  0.866969E-03 -0.796808E-04
  0.160418E+01  0.111271E+00 -0.966774E-01  0.853123E+00  0.557188E+00 -0.641300E+00 -0.780621E-01
  0.174170E+01  0.134970E+00 -0.859987E-01  0.572672E+00  0.306439E+00 -0.480939E+00 -0.524004E-01
  0.189839E+01 -0.173463E+00 -0.184149E-01  0.221024E-01  0.232351E-02  0.218867E-01 -0.202240E-02
  0.833216E+00 -0.110676E-01 -0.757576E-01  0.194181E+01  0.191335E+01  0.279527E+00 -0.177679E+00
  0.184105E+01 -0.143770E+00 -0.891522E-01  0.550811E+00  0.289061E+00  0.466151E+00 -0.504001E-01
  0.113735E+01 -0.296539E-01 -0.100213E+00  0.182358E+01  0.174129E+01  0.515266E+00 -0.166860E+00
  0.124950E+01  0.139548E-01 -0.113961E+00  0.195396E+01  0.193133E+01 -0.236496E+00 -0.178790E+00
  0.122125E+01  0.528835E-01 -0.989753E-01  0.154280E+01  0.135504E+01 -0.724010E+00 -0.141169E+00
  0.126727E+01 -0.810322E-01 -0.836263E-01  0.102287E+01  0.731497E+00  0.708806E+00 -0.935938E-01
  0.212499E+01  0.733626E-01 -0.180953E+00  0.170329E+01  0.157187E+01 -0.637275E+00 -0.155854E+00
  0.134824E+01  0.115260E+00 -0.454198E-01  0.266578E+00  0.973245E-01 -0.246976E+00 -0.243923E-01
  0.270867E+01  0.467355E-01 -0.253653E+00  0.191924E+01  0.188010E+01 -0.346407E+00 -0.169514E+00
  0.213965E+01  0.120983E+00 -0.154974E+00  0.123226E+01  0.967255E+00 -0.755103E+00 -0.112754E+00
  0.256920E+01 -0.137455E+00 -0.191933E+00  0.131091E+01  0.106131E+01  0.760071E+00 -0.119950E+00
  0.636923E+00  0.187639E-02 -0.584949E-01  0.198122E+01  0.197189E+01 -0.632540E-01 -0.181284E+00
  0.131506E+01  0.120802E+00 -0.289020E-02  0.113459E-02  0.270234E-04 -0.112950E-02 -0.103816E-03
  0.262778E+01 -0.346436E-01 -0.453243E+00  0.198366E+01  0.197554E+01  0.151000E+00 -0.967057E-01
  0.262476E+01 -0.113205E+00 -0.212964E+00  0.154632E+01  0.135967E+01  0.722758E+00 -0.141491E+00
  0.247324E+01 -0.363810E-01 -0.297811E+00  0.196109E+01  0.194192E+01  0.237228E+00 -0.136165E+00
  0.267394E+01  0.194819E+00 -0.149713E+00  0.736357E+00  0.446805E+00 -0.581419E+00 -0.673779E-01
  0.235165E+01 -0.377856E+00 -0.883027E-02  0.108866E-02  0.253993E-04  0.108686E-02 -0.571123E-04
  0.227341E+01  0.154422E+00 -0.140682E+00  0.899487E+00  0.603223E+00 -0.662137E+00 -0.823046E-01
  0.966356E+00  0.345757E-01 -0.817874E-01  0.168255E+01  0.154326E+01 -0.652412E+00 -0.153956E+00
  0.304862E+00  0.231852E-01 -0.157216E-01  0.624677E+00  0.349115E+00 -0.514853E+00 -0.571590E-01
  0.170584E+01  0.153938E+00 -0.295303E-01  0.703928E-01  0.132062E-01 -0.688423E-01 -0.644106E-02
  0.189535E+01  0.150286E+00 -0.880070E-01  0.506435E+00  0.254842E+00 -0.435184E+00 -0.463396E-01
  0.148418E+01 -0.114186E+00 -0.745660E-01  0.592896E+00  0.322814E+00  0.494342E+00 -0.542510E-01
  0.149007E+01 -0.544511E-01 -0.125625E+00  0.166959E+01  0.152545E+01  0.661195E+00 -0.152770E+00
  0.566847E+00 -0.136125E-01 -0.502756E-01  0.184779E+01  0.177609E+01  0.480890E+00 -0.169076E+00
  0.203354E+01 -0.433078E-01 -0.181768E+00  0.187672E+01  0.181796E+01  0.433144E+00 -0.171723E+00
  0.213882E+01  0.181045E+00 -0.764620E-01  0.300202E+00  0.116307E+00 -0.275390E+00 -0.274690E-01
  0.169904E+01 -0.133581E+00 -0.808063E-01  0.531314E+00  0.273849E+00  0.452700E+00 -0.486161E-01
  0.188530E+01 -0.128895E+00 -0.115742E+00  0.885303E+00  0.589011E+00  0.655947E+00 -0.810067E-01
  0.205533E+01  0.388601E-01 -0.184817E+00  0.189929E+01  0.185085E+01 -0.389164E+00 -0.173788E+00
  0.911480E+00 -0.391308E-01 -0.740498E-01  0.155033E+01  0.136496E+01  0.721300E+00 -0.141858E+00
  0.210420E+01  0.162546E+00 -0.104701E+00  0.581569E+00  0.313608E+00 -0.486869E+00 -0.532145E-01
  0.250230E+00 -0.658010E-02 -0.220312E-01  0.182083E+01  0.173735E+01  0.518898E+00 -0.166609E+00
  0.925042E+00  0.804897E-01 -0.273188E-01  0.204865E+00  0.655672E-01 -0.193182E+00 -0.187455E-01
  0.223846E+01 -0.325359E-01 -0.177986E+00  0.191444E+01  0.187304E+01  0.342392E+00 -0.198893E+00
  0.249996E+01  0.160122E+00 -0.164710E+00  0.101963E+01  0.728032E+00 -0.707754E+00 -0.932980E-01
  0.143275E+01 -0.923470E-01 -0.938305E-01  0.100743E+01  0.715002E+00  0.703697E+00 -0.921815E-01
  0.953490E+00  0.665802E-01 -0.569490E-01  0.837933E+00  0.542374E+00 -0.634101E+00 -0.766723E-01
  0.258269E+01 -0.193756E+00 -0.137032E+00  0.661253E+00  0.380221E+00  0.537611E+00 -0.605057E-01
  0.269273E+00  0.246985E-01 -0.147830E-02  0.707966E-02  0.421215E-03 -0.703737E-02 -0.647800E-03
  0.161192E+01  0.364281E-01 -0.143565E+00  0.186329E+01  0.179848E+01 -0.456345E+00 -0.170494E+00
  0.508307E+00 -0.277936E-01 -0.375373E-01  0.128098E+01  0.102518E+01  0.759069E+00 -0.117212E+00
  0.430064E+00  0.331789E-01 -0.214657E-01  0.585185E+00  0.316537E+00 -0.489263E+00 -0.535454E-01
  0.158804E+01  0.118252E+00 -0.854951E-01  0.680810E+00  0.397214E+00 -0.549403E+00 -0.622953E-01
  0.240646E+01 -0.355620E-01 -0.258502E+00  0.195102E+01  0.192699E+01  0.265095E+00 -0.151461E+00
  0.174709E-01  0.159562E-02 -0.176518E-03  0.239781E-01  0.262546E-02 -0.237327E-01 -0.219403E-02
  0.169415E+01 -0.113365E+00 -0.106686E+00  0.931490E+00  0.635700E+00  0.675496E+00 -0.852328E-01
  0.189764E+01 -0.115726E+00 -0.130429E+00  0.110967E+01  0.826563E+00  0.733384E+00 -0.101537E+00
  0.328535E+00 -0.217835E-01 -0.208998E-01  0.950588E+00  0.655350E+00  0.683058E+00 -0.869804E-01
  0.217845E+01  0.143555E+00 -0.139501E+00  0.963225E+00  0.668462E+00 -0.687890E+00 -0.881366E-01
  0.136952E+01  0.862978E-01 -0.915904E-01  0.105058E+01  0.761430E+00 -0.717430E+00 -0.961300E-01
  0.190399E+01  0.522106E-01 -0.166980E+00  0.180663E+01  0.171707E+01 -0.536887E+00 -0.165309E+00
  0.470975E-01 -0.246187E-02 -0.355918E-02  0.134145E+01  0.109861E+01  0.759908E+00 -0.122745E+00
  0.145217E+01 -0.132608E+00 -0.148399E-01  0.245299E-01  0.271662E-02  0.242755E-01 -0.224453E-02
  0.105406E+01 -0.654915E-01 -0.713560E-01  0.107646E+01  0.789740E+00  0.724833E+00 -0.984981E-01
  0.107500E+01  0.575776E-01 -0.802619E-01  0.130941E+01  0.105949E+01 -0.760047E+00 -0.119813E+00
  0.552203E+00 -0.169180E-01 -0.478369E-01  0.176277E+01  0.165493E+01  0.585284E+00 -0.161297E+00
  0.175212E+01 -0.109710E+00 -0.117829E+00  0.106231E+01  0.774214E+00  0.720863E+00 -0.972030E-01
  0.406691E+00  0.285489E-01 -0.241134E-01  0.825762E+00  0.530600E+00 -0.628202E+00 -0.755586E-01
  0.275464E+00 -0.667182E-03 -0.253028E-01  0.198188E+01  0.197288E+01  0.520207E-01 -0.181345E+00
  0.462958E+00  0.331693E-01 -0.266354E-01  0.777505E+00  0.484775E+00 -0.603694E+00 -0.711430E-01
  0.384335E+00  0.341423E-01 -0.902657E-02  0.129568E+00  0.329784E-01 -0.124738E+00 -0.118556E-01
  0.808365E+00  0.294825E-01 -0.681766E-01  0.167080E+01  0.152712E+01 -0.660392E+00 -0.152881E+00
  0.180219E+01  0.421449E-01 -0.160146E+00  0.185480E+01  0.178620E+01 -0.470067E+00 -0.169717E+00
  0.247198E+01 -0.495591E+00  0.575187E-03  0.200000E+01  0.200000E+01  0.232121E-02  0.122464E-15
  0.220885E+01  0.516267E-01 -0.196289E+00  0.185494E+01  0.178640E+01 -0.469847E+00 -0.169730E+00
  0.263746E+01 -0.109397E+00 -0.216252E+00  0.157914E+01  0.140318E+01  0.709837E+00 -0.144494E+00
  0.188185E+01 -0.172424E+00 -0.130631E-01  0.113185E-01  0.851471E-03  0.112388E-01 -0.103566E-02
  0.134235E+01  0.120825E+00 -0.248069E-01  0.802196E-01  0.160659E-01 -0.782508E-01 -0.734022E-02
  0.156471E+01  0.962255E-01 -0.106828E+00  0.109491E+01  0.810121E+00 -0.729715E+00 -0.100186E+00
  0.174007E+01  0.110050E+00 -0.115990E+00  0.104371E+01  0.753973E+00 -0.715359E+00 -0.955013E-01
  0.151242E+01 -0.874837E-01 -0.107980E+00  0.119733E+01  0.926418E+00  0.750567E+00 -0.109558E+00
  0.171160E+01  0.728877E-01 -0.139364E+00  0.155729E+01  0.137416E+01 -0.718690E+00 -0.142494E+00
  0.126895E+01 -0.286623E-01 -0.113023E+00  0.186341E+01  0.179866E+01  0.456137E+00 -0.170505E+00
  0.164758E+01  0.151276E+00 -0.590333E-02  0.301559E-02  0.117096E-03 -0.300065E-02 -0.275931E-03
  0.173915E+01 -0.117610E+00 -0.108192E+00  0.909055E+00  0.612873E+00  0.666220E+00 -0.831800E-01
  0.229861E+01  0.181136E+00 -0.357675E-01  0.742357E-01  0.143023E-01 -0.724304E-01 -0.776051E-02
  0.170229E+00  0.131658E-01 -0.844564E-02  0.578188E+00  0.310877E+00 -0.484621E+00 -0.529051E-01
  0.250009E+01 -0.289808E+00 -0.382301E-01  0.340306E-01  0.443904E-02  0.336507E-01 -0.245103E-02
  0.135775E+01  0.931226E-01 -0.830245E-01  0.878305E+00  0.582040E+00 -0.652832E+00 -0.803663E-01
  0.560502E-01 -0.384688E-02 -0.342447E-02  0.876805E+00  0.580550E+00  0.652160E+00 -0.802291E-01
  0.263704E+01 -0.598437E+00  0.204732E-01  0.199766E+01  0.199649E+01  0.683021E-01  0.122250E-15
  0.153777E+01  0.135973E+00 -0.384362E-01  0.146746E+00  0.397498E-01 -0.140620E+00 -0.134275E-01
  0.165659E+01 -0.134424E+00 -0.714195E-01  0.436591E+00  0.203985E+00  0.383935E+00 -0.399488E-01
  0.231703E+01 -0.179305E-01 -0.322969E+00  0.198659E+01  0.197992E+01  0.109921E+00 -0.119929E+00
  0.105278E+01  0.931067E-01 -0.262504E-01  0.146039E+00  0.394628E-01 -0.139970E+00 -0.133628E-01
  0.559725E-02  0.304233E-03 -0.414684E-03  0.128930E+01  0.103518E+01 -0.759459E+00 -0.117973E+00
  0.615322E+00  0.684848E-02 -0.561238E-01  0.195416E+01  0.193163E+01 -0.235706E+00 -0.178809E+00
  0.210978E+00  0.145787E-01 -0.127783E-01  0.861665E+00  0.565578E+00 -0.645269E+00 -0.788437E-01
  0.221355E+01 -0.162124E+00 -0.122825E+00  0.723205E+00  0.434888E+00  0.574037E+00 -0.661744E-01
  0.959488E+00  0.315172E-01 -0.823387E-01  0.172981E+01  0.160873E+01 -0.615781E+00 -0.158280E+00
  0.189148E+01 -0.172471E+00 -0.214795E-01  0.302908E-01  0.372779E-02  0.299325E-01 -0.277166E-02
  0.228350E+01  0.204891E+00 -0.452276E-01  0.921459E-01  0.197788E-01 -0.896023E-01 -0.843150E-02
  0.181895E+01 -0.338408E-01 -0.163676E+00  0.190195E+01  0.185474E+01  0.383477E+00 -0.174032E+00
  0.138292E+01  0.977183E-01 -0.812313E-01  0.810444E+00  0.515905E+00 -0.620615E+00 -0.741570E-01
  0.366575E+00  0.419521E-02 -0.334212E-01  0.195249E+01  0.192916E+01 -0.242159E+00 -0.178656E+00
  0.135243E+01 -0.891157E-01 -0.866118E-01  0.963374E+00  0.668617E+00  0.687946E+00 -0.881503E-01
  0.193953E+01  0.169373E+00 -0.554479E-01  0.191976E+00  0.594777E-01 -0.181682E+00 -0.175661E-01
  0.191094E+01 -0.530778E-01 -0.167376E+00  0.180204E+01  0.171053E+01  0.542438E+00 -0.164889E+00
  0.270584E+01 -0.148612E+00 -0.199329E+00  0.127470E+01  0.101764E+01  0.758717E+00 -0.116637E+00
  0.662739E-01  0.271663E-02 -0.545019E-02  0.158857E+01  0.141578E+01 -0.705692E+00 -0.145357E+00
  0.716116E+00 -0.234405E-01 -0.614851E-01  0.173158E+01  0.161120E+01  0.614252E+00 -0.158442E+00
  0.238455E+01 -0.237809E-01 -0.348664E+00  0.198415E+01  0.197628E+01  0.134793E+00 -0.114119E+00
  0.177737E+01  0.135263E+00 -0.915238E-01  0.622844E+00  0.347580E+00 -0.513688E+00 -0.569913E-01
  0.227422E+01 -0.202093E+00 -0.531738E-01  0.128411E+00  0.325377E-01  0.123663E+00 -0.117498E-01
  0.108509E+01  0.985805E-01 -0.149373E-01  0.445124E-01  0.664059E-02 -0.438254E-01 -0.407296E-02
  0.237593E+01 -0.195985E+00 -0.961896E-01  0.384996E+00  0.168916E+00  0.344164E+00 -0.352278E-01
  0.792964E+00  0.634676E-01 -0.357898E-01  0.478498E+00  0.234048E+00 -0.415048E+00 -0.437833E-01
  0.123920E+00  0.108693E-01 -0.339328E-02  0.176127E+00  0.522665E-01 -0.167419E+00 -0.161159E-01
  0.750952E+00 -0.628788E-01 -0.284191E-01  0.336407E+00  0.137969E+00  0.305265E+00 -0.307818E-01
  0.566697E+00 -0.296660E-01 -0.427953E-01  0.133955E+01  0.109629E+01  0.759954E+00 -0.122571E+00
  0.112591E+00  0.670728E-02 -0.787693E-02  0.114967E+01  0.871652E+00 -0.742220E+00 -0.105196E+00
  0.810357E+00 -0.612755E-01 -0.423060E-01  0.640208E+00  0.362215E+00  0.524628E+00 -0.585801E-01
  0.168699E+01  0.702699E-01 -0.138171E+00  0.157570E+01  0.139861E+01 -0.711296E+00 -0.144179E+00
  0.168295E+01 -0.122061E+00 -0.949471E-01  0.747638E+00  0.457111E+00  0.587649E+00 -0.684101E-01
  0.229126E+01  0.563141E-01 -0.202866E+00  0.184136E+01  0.176683E+01 -0.490459E+00 -0.168488E+00
  0.170135E+01 -0.139284E+00 -0.709914E-01  0.408971E+00  0.184937E+00  0.362843E+00 -0.374215E-01
  0.788063E+00 -0.160239E-01 -0.706176E-01  0.188614E+01  0.183166E+01  0.415625E+00 -0.172585E+00
  0.298148E+00  0.370049E-02 -0.271449E-01  0.194707E+01  0.192113E+01 -0.261896E+00 -0.178160E+00
  0.254709E+01  0.212502E+00 -0.980815E-01  0.348301E+00  0.145351E+00 -0.314915E+00 -0.318701E-01
  0.215753E+01 -0.166222E+00 -0.108042E+00  0.589039E+00  0.319669E+00  0.491806E+00 -0.538980E-01
  0.232946E+01  0.724761E-01 -0.201404E+00  0.175588E+01  0.164523E+01 -0.592043E+00 -0.160666E+00
  0.447703E+00  0.337571E-01 -0.235117E-01  0.647827E+00  0.368700E+00 -0.529364E+00 -0.592772E-01
  0.154091E+01 -0.422563E-01 -0.135137E+00  0.180661E+01  0.171705E+01  0.536907E+00 -0.165308E+00
  0.862900E+00  0.698064E-01 -0.376015E-01  0.446025E+00  0.210632E+00 -0.391033E+00 -0.408120E-01
  0.169001E+01 -0.541818E-01 -0.145531E+00  0.174182E+01  0.162551E+01  0.605186E+00 -0.159379E+00
  0.352740E+00  0.753415E-02 -0.315245E-01  0.187610E+01  0.181705E+01 -0.434264E+00 -0.171666E+00
  0.192277E+01 -0.586754E-01 -0.166650E+00  0.176452E+01  0.165739E+01  0.583544E+00 -0.161456E+00
  0.235654E+00  0.213577E-01 -0.356721E-02  0.538241E-01  0.882979E-02 -0.528660E-01 -0.492499E-02
  0.167425E+01  0.109100E+00 -0.108464E+00  0.985830E+00  0.692131E+00 -0.696189E+00 -0.902050E-01
  0.222981E+01  0.506558E-01 -0.198530E+00  0.186203E+01  0.179666E+01 -0.458424E+00 -0.170379E+00
  0.975327E+00  0.667772E-01 -0.597707E-01  0.882158E+00  0.585874E+00 -0.654552E+00 -0.807189E-01
  0.180621E+01 -0.123143E+00 -0.111270E+00  0.891440E+00  0.595146E+00  0.658645E+00 -0.815682E-01
  0.130644E+00 -0.763065E-02 -0.926724E-02  0.118192E+01  0.908593E+00  0.748136E+00 -0.108148E+00
  0.133752E+01  0.105859E+00 -0.624388E-01  0.511890E+00  0.258970E+00 -0.439058E+00 -0.468387E-01
  0.129871E+01 -0.105560E+00 -0.556587E-01  0.431430E+00  0.200378E+00  0.380029E+00 -0.394766E-01
  0.640714E+00 -0.498421E-01 -0.313343E-01  0.561798E+00  0.297753E+00  0.473623E+00 -0.514055E-01
  0.174759E+01 -0.620002E-01 -0.148129E+00  0.168761E+01  0.155022E+01  0.648849E+00 -0.154419E+00
  0.132328E+01  0.655939E-01 -0.102382E+00  0.140610E+01  0.117898E+01 -0.755349E+00 -0.128660E+00
  0.237488E+01 -0.233987E+00 -0.356880E-01  0.451438E-01  0.678238E-02  0.444684E-01 -0.381075E-02
  0.233796E+01  0.173230E+00 -0.127054E+00  0.693698E+00  0.408546E+00 -0.557026E+00 -0.634745E-01
  0.154636E+01  0.983776E-01 -0.102526E+00  0.103256E+01  0.741927E+00 -0.711905E+00 -0.944813E-01
  0.161097E+01 -0.582575E-01 -0.136081E+00  0.167607E+01  0.153435E+01  0.656866E+00 -0.153363E+00
  0.178254E+01  0.136079E+00 -0.911619E-01  0.614349E+00  0.340493E+00 -0.508261E+00 -0.562140E-01
  0.254472E+01 -0.229066E+00 -0.469450E-01  0.799408E-01  0.159822E-01  0.779846E-01 -0.731471E-02
  0.236100E+01 -0.120610E+00 -0.180330E+00  0.137028E+01  0.113423E+01  0.758605E+00 -0.125383E+00
  0.194135E+01  0.178155E+00 -0.906295E-02  0.511919E-02  0.258992E-03 -0.509113E-02 -0.468414E-03
  0.320126E+00  0.280691E-02 -0.292812E-01  0.196520E+01  0.194802E+01 -0.186738E+00 -0.179819E+00
  0.230294E+01  0.865693E-01 -0.193092E+00  0.165134E+01  0.150051E+01 -0.672724E+00 -0.151100E+00
  0.369828E+00 -0.114858E-01 -0.319825E-01  0.175669E+01  0.164637E+01  0.591257E+00 -0.160740E+00
  0.204059E+00 -0.187383E-01 -0.673731E-03  0.256054E-02  0.916183E-04  0.254815E-02 -0.234294E-03
  0.929207E+00 -0.776487E-01 -0.355076E-01  0.342994E+00  0.142041E+00  0.310619E+00 -0.313845E-01
  0.172939E+00 -0.128938E-01 -0.928812E-02  0.677548E+00  0.394362E+00  0.547454E+00 -0.619967E-01
  0.215193E+01 -0.178756E+00 -0.845313E-01  0.362448E+00  0.154296E+00  0.326285E+00 -0.331646E-01
  0.170678E+00  0.156810E-01 -0.260800E-03  0.548438E-03  0.908190E-05 -0.546062E-03 -0.501830E-04
