# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         72962    0.07173205    0.00071297   -0.27213847        732352    0.07171878    0.00065979   -0.27115848
          20         73192    0.07243391    0.00016312   -0.27371557       1464727    0.07176706    0.00017581   -0.27144802
          30         73012    0.07185617    0.00036730   -0.27113583       2197436    0.07180409    0.00000495   -0.27144928
          40         73141    0.07103299    0.00164712   -0.26824731       2929968    0.07178018    0.00007676   -0.27143938
          50         73450    0.07200545   -0.00139584   -0.27231855       3661892    0.07176033    0.00008957   -0.27128973
          60         73175    0.07115315   -0.00155788   -0.26974385       4394491    0.07174537   -0.00001000   -0.27125234
          70         73316    0.07192129   -0.00107313   -0.27236566       5126627    0.07176212    0.00003150   -0.27125087
          80         73143    0.07152234   -0.00139280   -0.26898823       5859296    0.07179722    0.00001882   -0.27136545
          90         73426    0.07250188    0.00079440   -0.27370176       6591282    0.07179611    0.00001149   -0.27137072
         100         73187    0.07152313    0.00061587   -0.27001304       7322324    0.07177690   -0.00000914   -0.27127509
