# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         98010    0.03106709    0.00106655   -0.12089405        979924    0.03093841    0.00008418   -0.12183392
          20         98050    0.03100191    0.00046901   -0.12352534       1959944    0.03098785    0.00021164   -0.12184103
          30         97981    0.03139217   -0.00028803   -0.12214684       2939872    0.03096065    0.00014238   -0.12179420
          40         97988    0.03115614   -0.00088688   -0.12349138       3919781    0.03096164    0.00010121   -0.12178214
          50         97934    0.03074460    0.00063288   -0.12200261       4899502    0.03096620    0.00009859   -0.12175398
          60         98037    0.03158354   -0.00051408   -0.12274563       5879488    0.03098391    0.00006520   -0.12176626
          70         97991    0.03093543    0.00072468   -0.12165677       6859492    0.03097673   -0.00001488   -0.12176317
          80         97953    0.03076964    0.00151381   -0.12170521       7839644    0.03096672    0.00001482   -0.12170993
          90         97943    0.03088102    0.00000800   -0.12073932       8819731    0.03097319    0.00002821   -0.12171473
         100         97988    0.03095862    0.00006990   -0.12154724       9799792    0.03098147    0.00003566   -0.12173170
