# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97875    0.02328577    0.00004060    0.06638547        979831    0.02328597   -0.00011468    0.06626661
          20         97924    0.02282332   -0.00038576    0.06740339       1959721    0.02317464    0.00000299    0.06628419
          30         97955    0.02317138    0.00074015    0.06594256       2939443    0.02316290   -0.00005422    0.06624555
          40         97958    0.02354860    0.00014182    0.06653711       3919165    0.02313563   -0.00006901    0.06623248
          50         97997    0.02307705    0.00048686    0.06710444       4899077    0.02308971   -0.00007946    0.06621772
          60         97960    0.02313028   -0.00026100    0.06642243       5878662    0.02311420   -0.00010164    0.06617486
          70         97914    0.02299999    0.00011316    0.06696387       6858503    0.02311059   -0.00009101    0.06619358
          80         97910    0.02343939    0.00036427    0.06590600       7838209    0.02311638   -0.00005466    0.06621687
          90         97940    0.02392289   -0.00060681    0.06704080       8818059    0.02314082   -0.00008134    0.06621082
         100         98026    0.02291630    0.00036732    0.06747760       9797996    0.02313292   -0.00007063    0.06620390
