# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         74874    0.06635285   -0.00001099    0.25483434        749911    0.06620692    0.00004138    0.25517860
          20         74749    0.06549733   -0.00166980    0.25295827       1499656    0.06606295   -0.00013104    0.25483347
          30         75036    0.06597041    0.00051085    0.25381317       2249248    0.06605208    0.00001632    0.25469547
          40         75070    0.06634839    0.00040604    0.25687429       2998606    0.06608718    0.00002718    0.25476614
          50         74867    0.06627666    0.00048526    0.25668935       3747421    0.06609922   -0.00003292    0.25483884
          60         75134    0.06588314   -0.00048508    0.25675090       4496817    0.06608203   -0.00004398    0.25472697
          70         74975    0.06652415    0.00068967    0.25651283       5246201    0.06607321   -0.00002708    0.25479386
          80         75135    0.06580729   -0.00026182    0.25267886       5996224    0.06607332   -0.00001517    0.25471949
          90         75397    0.06651785   -0.00017655    0.25584256       6746507    0.06606561   -0.00006293    0.25472656
         100         74781    0.06607750   -0.00054546    0.25432504       7496371    0.06608823   -0.00006802    0.25471985
