  0.879340E-02 -0.145891E-01  0.419547E-02  0.491703E+00  0.243803E+00  0.409916E+00 -0.119586E+00
  0.528008E-02 -0.424937E-03  0.125197E-01  0.961246E+00  0.666403E+00  0.233411E-01 -0.692356E+00
  0.157790E-01  0.173194E-01 -0.182353E-02  0.196300E-01  0.194476E-02 -0.194275E-01  0.203196E-02
  0.325046E-02  0.101582E-01 -0.110223E-03  0.132612E+01  0.107983E+01 -0.769766E+00  0.813877E-03
  0.413036E-05  0.983264E-04  0.367256E-03  0.199837E+01  0.199756E+01 -0.112282E-01 -0.558849E-01
  0.269208E-04  0.940849E-03 -0.237291E-03  0.199413E+01  0.199120E+01 -0.107210E+00  0.131386E-01
  0.117738E-01  0.162516E-01 -0.305693E-02  0.215725E+00  0.708491E-01 -0.200336E+00  0.371894E-01
  0.116896E-03 -0.589042E-03 -0.193151E-02  0.197634E+01  0.196461E+01  0.665226E-01  0.204422E+00
  0.138313E-01 -0.155669E-01  0.710363E-02  0.855311E-01  0.176877E-01  0.760832E-01 -0.348433E-01
  0.117960E-02  0.796291E-03  0.626583E-02  0.173007E+01  0.160909E+01 -0.787221E-01 -0.630695E+00
  0.793527E-03  0.416432E-02 -0.313084E-02  0.182742E+01  0.174680E+01 -0.434854E+00  0.314748E+00
  0.929310E-02  0.657839E-02  0.139865E-01  0.429432E+00  0.198988E+00 -0.161427E+00 -0.344611E+00
  0.593799E-03 -0.149703E-02  0.426489E-02  0.185992E+01  0.179360E+01  0.159106E+00 -0.465809E+00
  0.604316E-05 -0.366305E-03 -0.278019E-03  0.199897E+01  0.199845E+01  0.418417E-01  0.178060E-01
  0.846097E-03 -0.244788E-02  0.478596E-02  0.180393E+01  0.171323E+01  0.252332E+00 -0.505318E+00
  0.118753E-01  0.126551E-02  0.165230E-01  0.198216E+00  0.624011E-01 -0.143340E-01 -0.187590E+00
  0.957883E-02  0.151607E-01  0.369575E-02  0.407078E+00  0.183654E+00 -0.352662E+00 -0.872534E-01
  0.712821E-05  0.248496E-03  0.433228E-03  0.199758E+01  0.199638E+01 -0.283652E-01 -0.633907E-01
  0.590940E-03 -0.381129E-02 -0.240992E-02  0.187084E+01  0.180942E+01  0.407446E+00  0.245006E+00
  0.763726E-03 -0.494090E-02  0.131704E-02  0.182714E+01  0.174640E+01  0.515871E+00 -0.149706E+00
  0.250067E-02  0.160885E-02  0.887026E-02  0.145708E+01  0.124368E+01 -0.133955E+00 -0.747254E+00
