# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         79599    0.05686820    0.00006362   -0.22485584        795699    0.05624844   -0.00021047   -0.22358044
          20         79721    0.05704728   -0.00086744   -0.22402505       1592270    0.05635585   -0.00034454   -0.22380261
          30         79771    0.05663877    0.00099497   -0.22396758       2388295    0.05628131   -0.00010449   -0.22356877
          40         79527    0.05641856   -0.00103399   -0.22540443       3184678    0.05625444   -0.00000623   -0.22357377
          50         79692    0.05585840    0.00053375   -0.22007103       3980541    0.05620381   -0.00006174   -0.22340944
          60         79424    0.05603023    0.00076256   -0.22203617       4776125    0.05616442   -0.00000437   -0.22339189
          70         79655    0.05621047   -0.00076673   -0.22240953       5571927    0.05619547   -0.00006605   -0.22341404
          80         79731    0.05695165    0.00078962   -0.22656487       6367805    0.05621284   -0.00008485   -0.22350194
          90         79544    0.05600848   -0.00039689   -0.22291141       7163875    0.05623499   -0.00006038   -0.22357925
         100         79559    0.05624479   -0.00066490   -0.22398558       7959597    0.05623793   -0.00005671   -0.22360859
