  0.262843E+01  0.419056E+00 -0.350254E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.159678E+01 -0.731063E-01 -0.145338E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.282542E+01 -0.800999E-01 -0.263688E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.201468E+01  0.105102E+00 -0.171436E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.181178E+01  0.815576E-01 -0.163201E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.927248E+00  0.646758E-01 -0.777944E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.683627E+00  0.237418E-01 -0.751197E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.280210E+01 -0.103451E+00 -0.253118E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.180775E+01  0.115867E+00 -0.140449E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.253949E+00  0.165367E-01 -0.356518E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.204609E+01 -0.884627E-01 -0.183794E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.626741E+00  0.576329E-02 -0.733289E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.215687E+01  0.206364E-01 -0.213158E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.262047E+01 -0.405167E+00 -0.683478E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.105533E+01  0.609354E-01 -0.950873E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.256569E+01  0.681516E-01 -0.242318E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.342648E-01  0.106059E-01 -0.159018E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.185206E+01  0.128105E+00 -0.135053E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.263662E+01  0.508387E-01 -0.253183E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.276502E+01 -0.130108E+00 -0.236624E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.177299E+01 -0.208358E-01 -0.177663E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.306934E+00 -0.280031E-01 -0.341573E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.267289E+01 -0.120073E+00 -0.232381E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.215720E+00 -0.181455E-01 -0.308462E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.799591E+00  0.589899E-01 -0.672257E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.301300E+00 -0.311612E-01 -0.305683E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.265048E+01  0.155361E+00 -0.207867E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.358699E+00  0.319178E-01 -0.370805E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.170953E+01  0.985646E-02 -0.175147E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.645159E+00  0.437031E-01 -0.612554E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.156516E+01  0.656652E-01 -0.145667E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.160136E+01 -0.163175E+00 -0.430850E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.166796E+01  0.823823E-01 -0.147824E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.172976E+01  0.865262E-01 -0.152007E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.260736E+01 -0.119288E+00 -0.225999E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.275316E+01  0.892289E-01 -0.253713E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.233325E+01  0.120046E+00 -0.196609E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.255194E+00  0.132628E-01 -0.371163E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.131392E+01 -0.939093E-01 -0.993342E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.207286E+00 -0.226921E-01 -0.266636E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.113200E+01  0.141099E-01 -0.119149E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.526401E+00  0.434775E-01 -0.474207E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.179960E+01 -0.463337E-01 -0.175306E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.379162E+00  0.174230E-01 -0.477250E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.389896E+00 -0.325575E-01 -0.402794E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.220858E+01  0.120842E+00 -0.182529E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.208942E+01  0.131396E+00 -0.161186E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.151240E+01  0.110213E+00 -0.108894E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.100720E+01  0.431484E-01 -0.995674E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.884672E-01  0.316777E-02 -0.238856E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.101518E+01  0.680687E-01 -0.854495E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.820691E+00 -0.542295E-01 -0.735448E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.110687E+01 -0.388530E-01 -0.111073E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.223516E+01 -0.100619E+00 -0.197157E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.171985E+01 -0.605906E-02 -0.187438E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.251712E+01  0.159621E-01 -0.304042E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.372518E+00 -0.222492E-01 -0.449949E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.507052E+00 -0.163899E-01 -0.603720E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
