# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         70386    0.08384800   -0.00049542    0.30548436        703454    0.08386569   -0.00021193    0.30480521
          20         70693    0.08453541   -0.00208587    0.30702894       1407240    0.08371731   -0.00011324    0.30453613
          30         70289    0.08403141    0.00014402    0.30472745       2110936    0.08380524   -0.00007976    0.30507741
          40         70785    0.08383746   -0.00227380    0.30553541       2816249    0.08382935   -0.00006621    0.30524833
          50         70689    0.08471494    0.00063142    0.30677579       3520380    0.08384926   -0.00002279    0.30516947
          60         70365    0.08311284    0.00042220    0.30331903       4224268    0.08381845    0.00007197    0.30501369
          70         70368    0.08312645    0.00070124    0.30171922       4928717    0.08379695    0.00010055    0.30493377
          80         70276    0.08359882    0.00013429    0.30572387       5632851    0.08380928    0.00010726    0.30503805
          90         70521    0.08409649    0.00039534    0.30791056       6337092    0.08382051    0.00008357    0.30509911
         100         70262    0.08333492   -0.00008443    0.30384696       7041495    0.08382590    0.00013286    0.30509209
