  0.184833E-02 -0.264211E-02  0.736849E-02  0.159983E+01  0.143086E+01  0.241539E+00 -0.673621E+00
  0.611477E-03 -0.415113E-02 -0.194830E-02  0.186268E+01  0.179759E+01  0.441841E+00  0.207375E+00
  0.871456E-02 -0.909452E-02  0.120978E-01  0.504058E+00  0.253050E+00  0.261952E+00 -0.348456E+00
  0.312179E-02 -0.783164E-02 -0.617920E-02  0.135009E+01  0.110925E+01  0.604196E+00  0.476714E+00
  0.772553E-02  0.865598E-02  0.116526E-01  0.623936E+00  0.348494E+00 -0.308616E+00 -0.415457E+00
  0.530877E-02  0.103678E-01  0.708051E-02  0.970619E+00  0.676174E+00 -0.575037E+00 -0.392713E+00
  0.125551E-02  0.430820E-02 -0.487915E-02  0.172332E+01  0.159968E+01 -0.424251E+00  0.480477E+00
  0.929665E-02 -0.150381E-01  0.357918E-02  0.439477E+00  0.206010E+00  0.377651E+00 -0.898840E-01
  0.482893E-04 -0.123609E-02  0.399854E-03  0.198898E+01  0.198349E+01  0.140489E+00 -0.454457E-01
  0.526920E-03  0.420704E-02 -0.682158E-03  0.188137E+01  0.182473E+01 -0.452287E+00  0.733368E-01
  0.180018E-02 -0.176201E-02  0.752734E-02  0.160969E+01  0.144411E+01  0.162074E+00 -0.692384E+00
  0.145097E-02  0.256459E-02  0.648857E-02  0.168210E+01  0.154263E+01 -0.246508E+00 -0.623681E+00
  0.796882E-02  0.146475E-01 -0.925490E-03  0.593262E+00  0.323114E+00 -0.496562E+00  0.313748E-01
  0.198836E-02  0.888518E-03 -0.805293E-02  0.157134E+01  0.139280E+01 -0.797806E-01  0.723078E+00
  0.112298E-02 -0.291455E-02 -0.543586E-02  0.175156E+01  0.163916E+01  0.291714E+00  0.544069E+00
  0.270219E-02 -0.725835E-02  0.588142E-02  0.143004E+01  0.120923E+01  0.593128E+00 -0.480610E+00
  0.690584E-02 -0.171538E-02 -0.138229E-01  0.732971E+00  0.443726E+00  0.718471E-01  0.578957E+00
  0.724868E-02  0.136881E-01 -0.371444E-02  0.686299E+00  0.402027E+00 -0.536806E+00  0.145670E+00
  0.656181E-02 -0.135138E-01  0.199590E-02  0.781349E+00  0.488374E+00  0.603370E+00 -0.891140E-01
  0.444193E-02 -0.110224E-01  0.377417E-02  0.111355E+01  0.830907E+00  0.701372E+00 -0.240157E+00
  0.610814E-03 -0.145372E-02 -0.434650E-02  0.186282E+01  0.179780E+01  0.154745E+00  0.462672E+00
  0.425571E-03 -0.382861E-02 -0.235888E-03  0.190391E+01  0.185761E+01  0.416533E+00  0.256634E-01
  0.103946E-01  0.785276E-02  0.139319E-01  0.329709E+00  0.133870E+00 -0.147950E+00 -0.262484E+00
  0.263359E-02 -0.467010E-02  0.796429E-02  0.144333E+01  0.122612E+01  0.385172E+00 -0.656864E+00
  0.896213E-03 -0.196020E-02 -0.516932E-02  0.180040E+01  0.170819E+01  0.201665E+00  0.531819E+00
  0.231650E-02  0.390469E-02  0.777590E-02  0.150556E+01  0.130627E+01 -0.335928E+00 -0.668976E+00
  0.156322E-02 -0.180699E-02 -0.700026E-02  0.165865E+01  0.151049E+01  0.171267E+00  0.663486E+00
  0.243982E-03  0.286693E-02  0.510442E-03  0.194462E+01  0.191751E+01 -0.318577E+00 -0.567210E-01
  0.536459E-05 -0.411954E-03  0.134259E-03  0.199877E+01  0.199816E+01  0.470516E-01 -0.153345E-01
  0.518538E-02 -0.248836E-03  0.124313E-01  0.990367E+00  0.696914E+00  0.140822E-01 -0.703519E+00
  0.107661E-01 -0.459177E-02 -0.154861E-01  0.296133E+00  0.113950E+00  0.777013E-01  0.262054E+00
  0.554548E-02  0.580395E-02 -0.113865E-01  0.933294E+00  0.637548E+00 -0.309531E+00  0.607257E+00
