# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         73251    0.07119428    0.00039569    0.26988896        732468    0.07175624    0.00023146    0.27164696
          20         73161    0.07193937   -0.00020979    0.27220650       1464890    0.07168521    0.00019082    0.27116890
          30         73246    0.07161882    0.00113560    0.26989949       2196931    0.07164582   -0.00001214    0.27104858
          40         72934    0.07147963    0.00120301    0.27018094       2928886    0.07170709    0.00006645    0.27107106
          50         73498    0.07162632    0.00032461    0.27051285       3662237    0.07172615    0.00000070    0.27107489
          60         73279    0.07178643    0.00067577    0.27053109       4395142    0.07173452    0.00000037    0.27113977
          70         73284    0.07178466    0.00019831    0.27223320       5126919    0.07173929    0.00002866    0.27109991
          80         73339    0.07150990   -0.00106002    0.27040168       5859427    0.07174176    0.00002356    0.27119505
          90         73189    0.07103878   -0.00055320    0.27026075       6591847    0.07173352    0.00000287    0.27119918
         100         73476    0.07102834    0.00145331    0.26999081       7324513    0.07172741    0.00003454    0.27123893
