# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         98048    0.02329672   -0.00022142    0.06714031        979785    0.02325311   -0.00021838    0.06661558
          20         97951    0.02322609   -0.00015504    0.06672048       1959556    0.02320643   -0.00001856    0.06646412
          30         97984    0.02274021    0.00016666    0.06586170       2939409    0.02315036   -0.00006436    0.06629911
          40         97976    0.02329334   -0.00040309    0.06651832       3919206    0.02315136   -0.00008490    0.06626511
          50         97968    0.02355831    0.00007081    0.06554010       4898958    0.02314578   -0.00007312    0.06618293
          60         98056    0.02320096    0.00030188    0.06611811       5878877    0.02313193   -0.00009469    0.06620294
          70         98027    0.02306780    0.00049886    0.06617891       6858527    0.02312561   -0.00005697    0.06623340
          80         97985    0.02311712   -0.00010255    0.06637475       7838492    0.02312027   -0.00006051    0.06622493
          90         98031    0.02272154   -0.00051541    0.06600846       8818233    0.02312306   -0.00005042    0.06622633
         100         98030    0.02338392   -0.00065459    0.06673214       9798157    0.02311729   -0.00004245    0.06623624
