# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         98051    0.02190797    0.00063959    0.05292775        979740    0.02184172    0.00000723    0.05288324
          20         97989    0.02201409    0.00055537    0.05406793       1959573    0.02182328    0.00010763    0.05283962
          30         97984    0.02206433    0.00040881    0.05242715       2939231    0.02186100    0.00002744    0.05280709
          40         98057    0.02224896   -0.00051972    0.05378201       3919292    0.02187434   -0.00001298    0.05282871
          50         98021    0.02214576   -0.00026577    0.05388050       4899290    0.02187095   -0.00000260    0.05283202
          60         98005    0.02201257   -0.00006456    0.05307284       5878992    0.02186289   -0.00001950    0.05280708
          70         98056    0.02204420   -0.00015199    0.05310619       6859036    0.02187396   -0.00000240    0.05281010
          80         97960    0.02206005   -0.00034085    0.05368281       7838788    0.02187392    0.00003134    0.05279758
          90         97995    0.02169309    0.00024416    0.05170009       8818602    0.02186961    0.00001050    0.05275344
         100         97984    0.02161868   -0.00026012    0.05104182       9798612    0.02187496    0.00000282    0.05275985
