# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97946    0.02344243    0.00096745    0.06609531        980159    0.02314334   -0.00011359    0.06661349
          20         97993    0.02308910    0.00067060    0.06587091       1959981    0.02312307   -0.00011710    0.06637032
          30         97917    0.02298990   -0.00017999    0.06533600       2939838    0.02314802   -0.00010445    0.06629898
          40         97984    0.02320215    0.00103788    0.06511217       3919595    0.02312134   -0.00003923    0.06622868
          50         97948    0.02334583   -0.00049461    0.06598421       4899454    0.02312905   -0.00004534    0.06621565
          60         98021    0.02328396   -0.00043109    0.06732470       5879157    0.02313750   -0.00007008    0.06622883
          70         97898    0.02311082    0.00040137    0.06476146       6859052    0.02311510   -0.00005487    0.06619347
          80         98061    0.02327890    0.00024692    0.06600814       7838823    0.02312036   -0.00004175    0.06617218
          90         98045    0.02300818    0.00078723    0.06636401       8818727    0.02313148   -0.00001847    0.06620635
         100         97956    0.02291041    0.00009898    0.06628950       9798598    0.02313747    0.00002414    0.06621734
