  0.142225E-01  0.369893E-02  0.167877E-01  0.701512E-01  0.131383E-01 -0.148277E-01 -0.672958E-01
  0.321898E-02 -0.973116E-02  0.275806E-02  0.133190E+01  0.108691E+01  0.740626E+00 -0.209913E+00
  0.173826E-02  0.259815E-02 -0.714613E-02  0.162242E+01  0.146126E+01 -0.240873E+00  0.662514E+00
  0.710507E-02 -0.122629E-01  0.691494E-02  0.705663E+00  0.419161E+00  0.494485E+00 -0.278835E+00
  0.447177E-02 -0.531750E-02  0.104038E-01  0.110847E+01  0.825225E+00  0.336817E+00 -0.658991E+00
  0.149987E-01  0.328732E-02  0.170055E-01  0.408588E-01  0.584000E-02 -0.767519E-02 -0.397042E-01
  0.930352E-02 -0.143517E-01  0.575294E-02  0.438741E+00  0.205493E+00  0.359811E+00 -0.144232E+00
  0.876666E-04  0.169563E-02  0.430678E-03  0.198001E+01  0.197009E+01 -0.191850E+00 -0.487284E-01
  0.441070E-02  0.140613E-02 -0.115301E-01  0.111889E+01  0.836883E+00 -0.899028E-01  0.737193E+00
  0.922728E-02 -0.114290E-01 -0.103533E-01  0.446941E+00  0.211281E+00  0.291891E+00  0.264417E+00
  0.253256E-02  0.591693E-02  0.687138E-02  0.146301E+01  0.125129E+01 -0.494660E+00 -0.574453E+00
  0.476167E-02 -0.117258E-01  0.254775E-02  0.105969E+01  0.771354E+00  0.710040E+00 -0.154276E+00
  0.151494E-01  0.625396E-02  0.161744E-01  0.360839E-01  0.484680E-02 -0.128953E-01 -0.333507E-01
  0.380566E-03  0.321671E-02 -0.168160E-02  0.191396E+01  0.187234E+01 -0.351808E+00  0.183915E+00
  0.186381E-02  0.584293E-02 -0.525544E-02  0.159667E+01  0.142662E+01 -0.533100E+00  0.479498E+00
  0.506346E-02 -0.757786E-02  0.970353E-02  0.101007E+01  0.717819E+00  0.437383E+00 -0.560073E+00
  0.376216E-02  0.996050E-02 -0.427904E-02  0.123251E+01  0.967545E+00 -0.701510E+00  0.301370E+00
  0.156539E-01 -0.174018E-01 -0.140606E-03  0.222577E-01  0.234803E-02  0.221327E-01  0.178833E-03
  0.125345E-01 -0.150982E-01 -0.732388E-02  0.161022E+00  0.456891E-01  0.138922E+00  0.673890E-01
  0.340355E-03 -0.310434E-02  0.146957E-02  0.192296E+01  0.188556E+01  0.341116E+00 -0.161482E+00
  0.425053E-02 -0.109674E-01 -0.322770E-02  0.114644E+01  0.867983E+00  0.718482E+00  0.211449E+00
  0.876695E-02 -0.123871E-01  0.874887E-02  0.498065E+00  0.248550E+00  0.352548E+00 -0.249000E+00
  0.705829E-02 -0.300920E-02  0.137173E-01  0.712028E+00  0.424845E+00  0.122436E+00 -0.558122E+00
  0.313421E-03 -0.303429E-02 -0.129017E-02  0.192900E+01  0.189445E+01  0.334466E+00  0.142214E+00
  0.394165E-02 -0.102247E-01  0.422819E-02  0.120051E+01  0.930113E+00  0.701420E+00 -0.290057E+00
  0.876027E-02 -0.558114E-02 -0.140967E-01  0.498826E+00  0.249120E+00  0.159087E+00  0.401819E+00
  0.150724E-01  0.141639E-01  0.998697E-02  0.384859E-01  0.533872E-02 -0.311492E-01 -0.219633E-01
  0.104535E-01 -0.825937E-02 -0.137252E-01  0.324261E+00  0.130565E+00  0.153040E+00  0.254317E+00
  0.821626E-02 -0.250674E-02 -0.146212E-01  0.562859E+00  0.298596E+00  0.806252E-01  0.470266E+00
  0.294305E-02  0.483410E-02 -0.842477E-02  0.138387E+01  0.115114E+01 -0.382272E+00  0.666215E+00
  0.322617E-03 -0.321818E-02 -0.911498E-03  0.192694E+01  0.189141E+01  0.354357E+00  0.100366E+00
