# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         98080    0.02510320   -0.00063575   -0.08102140        979791    0.02476080   -0.00016835   -0.07967334
          20         98111    0.02451715   -0.00091201   -0.07956577       1959822    0.02471583   -0.00005459   -0.07989442
          30         97919    0.02470668    0.00018646   -0.07934339       2939787    0.02471876   -0.00003888   -0.07993000
          40         97984    0.02451996    0.00011279   -0.08061902       3919479    0.02471136   -0.00000352   -0.07997131
          50         97941    0.02467615   -0.00068106   -0.08046101       4899380    0.02470421    0.00001338   -0.07997837
          60         97995    0.02460761   -0.00070145   -0.07916491       5878941    0.02470950   -0.00000134   -0.07999968
          70         97956    0.02473539    0.00049972   -0.07901305       6858777    0.02469626    0.00001003   -0.08000919
          80         97998    0.02469725    0.00006156   -0.07946839       7838746    0.02467735   -0.00003220   -0.08002668
          90         97912    0.02438976    0.00082965   -0.08029349       8818434    0.02468338    0.00000723   -0.08004703
         100         98044    0.02482780    0.00010330   -0.08078220       9798164    0.02467216    0.00001666   -0.08000165
