# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97990    0.02838601   -0.00006686   -0.10673441        979852    0.02858875    0.00000719   -0.10743475
          20         97884    0.02833846   -0.00066783   -0.10760048       1959600    0.02858013   -0.00012269   -0.10751814
          30         97939    0.02817938   -0.00035608   -0.10622023       2939102    0.02858185   -0.00012561   -0.10753384
          40         98052    0.02853134   -0.00011298   -0.10736183       3918903    0.02859477   -0.00017542   -0.10759737
          50         97993    0.02819040    0.00078819   -0.10646865       4898796    0.02861225   -0.00012591   -0.10758185
          60         97966    0.02830631    0.00021505   -0.10594174       5878797    0.02861220   -0.00009389   -0.10760196
          70         97998    0.02858905    0.00024368   -0.10831687       6858710    0.02858641   -0.00007194   -0.10762752
          80         97932    0.02859579    0.00010697   -0.10797869       7838230    0.02857120   -0.00004943   -0.10761729
          90         97959    0.02913106    0.00008709   -0.10699524       8817958    0.02857631   -0.00002645   -0.10761562
         100         97931    0.02885931    0.00083542   -0.10808508       9797736    0.02856528   -0.00003889   -0.10763756
