  0.194468E-01  0.739676E-02  0.137891E+00  0.184745E+01  0.177560E+01 -0.273303E-01 -0.509493E+00
  0.215420E-01  0.998936E-01 -0.105353E+00  0.183138E+01  0.175247E+01 -0.365886E+00  0.385881E+00
  0.536106E-03  0.639100E-02  0.222480E-01  0.199571E+01  0.199357E+01 -0.255092E-01 -0.888013E-01
  0.578348E-01 -0.224478E+00  0.640272E-01  0.156408E+01  0.138316E+01  0.702204E+00 -0.200287E+00
  0.438168E-01 -0.408160E-01  0.200577E+00  0.166482E+01  0.151893E+01  0.135903E+00 -0.667850E+00
  0.704032E-01 -0.193912E+00  0.166868E+00  0.147643E+01  0.126854E+01  0.572593E+00 -0.492737E+00
  0.356315E-01  0.763123E-01 -0.168933E+00  0.172511E+01  0.160217E+01 -0.263294E+00  0.582854E+00
  0.120513E+00  0.323721E+00 -0.345577E-01  0.115209E+01  0.874404E+00 -0.745908E+00  0.796269E-01
  0.435234E-01  0.172083E+00  0.109621E+00  0.166697E+01  0.152186E+01 -0.573712E+00 -0.365468E+00
  0.253465E-01  0.223659E-01 -0.155576E+00  0.180237E+01  0.171100E+01 -0.806231E-01  0.560809E+00
  0.562934E-01 -0.215316E+00 -0.822410E-01  0.157500E+01  0.139768E+01  0.678247E+00  0.259060E+00
  0.164399E-06 -0.316126E-03  0.253896E-03  0.200000E+01  0.200000E+01  0.126450E-02 -0.101558E-02
  0.232650E-01  0.704058E-01 -0.133292E+00  0.181821E+01  0.173361E+01 -0.256025E+00  0.484706E+00
  0.113616E+00  0.312895E+00 -0.529487E-01  0.119434E+01  0.922951E+00 -0.747409E+00  0.126478E+00
  0.593491E-02  0.490549E-01  0.591042E-01  0.195280E+01  0.192962E+01 -0.191589E+00 -0.230838E+00
  0.263771E-01  0.159592E+00 -0.145450E-01  0.179455E+01  0.169988E+01 -0.572793E+00  0.522033E-01
  0.820041E-01 -0.114026E+00  0.249555E+00  0.139776E+01  0.116852E+01  0.318763E+00 -0.697637E+00
  0.138695E+00 -0.331460E+00 -0.979443E-01  0.104433E+01  0.754642E+00  0.692307E+00  0.204572E+00
  0.452051E-01 -0.119911E-01 -0.207407E+00  0.165471E+01  0.150511E+01  0.396835E-01  0.686397E+00
  0.337889E-01  0.133854E+00 -0.121368E+00  0.173882E+01  0.162132E+01 -0.465498E+00  0.422075E+00
  0.134186E+00 -0.278774E+00  0.196126E+00  0.107056E+01  0.783252E+00  0.596888E+00 -0.419929E+00
  0.488204E-01 -0.115470E+00  0.181944E+00  0.162850E+01  0.146950E+01  0.376088E+00 -0.592593E+00
  0.120434E+00 -0.211256E+00 -0.247589E+00  0.115257E+01  0.874950E+00  0.486972E+00  0.570725E+00
  0.794137E-01  0.960154E-01  0.252761E+00  0.141514E+01  0.119038E+01 -0.271751E+00 -0.715386E+00
  0.818038E-02 -0.745368E-01  0.505739E-01  0.193509E+01  0.190343E+01  0.288471E+00 -0.195730E+00
  0.189605E-02  0.629955E-02  0.430438E-01  0.198486E+01  0.197733E+01 -0.250074E-01 -0.170872E+00
  0.502128E-02 -0.136972E-01 -0.693431E-01  0.196003E+01  0.194035E+01  0.536937E-01  0.271829E+00
  0.289787E-01  0.167705E+00 -0.373371E-02  0.177489E+01  0.167202E+01 -0.595315E+00  0.132538E-01
  0.698907E-01  0.236234E-01  0.253866E+00  0.147995E+01  0.127308E+01 -0.699230E-01 -0.751419E+00
  0.189908E-04 -0.342692E-02 -0.269195E-02  0.199985E+01  0.199977E+01  0.137067E-01  0.107670E-01
  0.108397E-01  0.515194E-01  0.898216E-01  0.191422E+01  0.187272E+01 -0.197239E+00 -0.343877E+00
  0.571051E-01  0.175532E+00  0.151765E+00  0.156925E+01  0.139002E+01 -0.550908E+00 -0.476312E+00
  0.754202E-01  0.616133E-01  0.256780E+00  0.144214E+01  0.122461E+01 -0.177711E+00 -0.740627E+00
  0.135758E+00  0.788906E-01  0.333322E+00  0.106138E+01  0.773199E+00 -0.167466E+00 -0.707563E+00
  0.199732E-01 -0.121998E+00  0.684900E-01  0.184341E+01  0.176977E+01  0.449782E+00 -0.252510E+00
  0.484836E-02 -0.553915E-01 -0.419124E-01  0.196140E+01  0.194238E+01  0.217290E+00  0.164414E+00
  0.115356E-01  0.105833E+00 -0.142117E-01  0.190878E+01  0.186474E+01 -0.404023E+00  0.542541E-01
  0.582513E-01  0.166009E+00  0.165224E+00  0.156114E+01  0.137926E+01 -0.518325E+00 -0.515875E+00
  0.434047E-01 -0.170967E+00  0.110865E+00  0.166783E+01  0.152305E+01  0.570289E+00 -0.369808E+00
  0.917001E-01 -0.335818E-01  0.286642E+00  0.133367E+01  0.108908E+01  0.895741E-01 -0.764571E+00
  0.102583E-01  0.707443E-01  0.717516E-01  0.191878E+01  0.187941E+01 -0.271485E+00 -0.275351E+00
  0.990451E-01  0.824036E-01  0.287132E+00  0.128612E+01  0.103135E+01 -0.211962E+00 -0.738572E+00
  0.135126E+00  0.196951E+00 -0.279423E+00  0.106507E+01  0.777230E+00 -0.419531E+00  0.595208E+00
  0.138671E+00  0.345557E+00  0.567640E-02  0.104447E+01  0.754792E+00 -0.721845E+00 -0.118576E-01
  0.200435E-01  0.490751E-01 -0.131276E+00  0.184287E+01  0.176899E+01 -0.180878E+00  0.483848E+00
  0.410772E-01  0.144887E+00  0.135638E+00  0.168488E+01  0.154646E+01 -0.488235E+00 -0.457068E+00
  0.105326E+00 -0.234598E+00 -0.197979E+00  0.124614E+01  0.983641E+00  0.584686E+00  0.493421E+00
  0.870652E-01  0.265981E+00 -0.934835E-01  0.136412E+01  0.112659E+01 -0.725660E+00  0.255046E+00
  0.126258E+00  0.108267E+00  0.313998E+00  0.111747E+01  0.835289E+00 -0.241971E+00 -0.701765E+00
  0.947623E-01 -0.292435E+00 -0.162496E-01  0.131374E+01  0.106475E+01  0.768368E+00  0.426955E-01
  0.482368E-01 -0.374021E-01 -0.210976E+00  0.163272E+01  0.147521E+01  0.122134E+00  0.688931E+00
  0.131118E+00  0.318557E+00 -0.111568E+00  0.108859E+01  0.803124E+00 -0.693557E+00  0.242904E+00
  0.273572E-03 -0.133464E-01  0.976579E-02  0.199781E+01  0.199672E+01  0.533272E-01 -0.390204E-01
  0.315378E-01 -0.234795E-01 -0.173182E+00  0.175565E+01  0.164492E+01  0.824436E-01  0.608094E+00
  0.134989E-01  0.109087E+00  0.376373E-01  0.189347E+01  0.184235E+01 -0.413107E+00 -0.142530E+00
  0.118172E+00 -0.316950E+00 -0.612342E-01  0.116634E+01  0.890685E+00  0.739345E+00  0.142840E+00
  0.772920E-01  0.158074E-01 -0.266586E+00  0.142946E+01  0.120848E+01 -0.451920E-01  0.762146E+00
  0.312300E-02 -0.176091E-01 -0.529449E-01  0.197509E+01  0.196276E+01  0.695593E-01  0.209142E+00
  0.923487E-01  0.262926E+00 -0.121203E+00  0.132944E+01  0.108389E+01 -0.699088E+00  0.322264E+00
  0.196957E-02  0.421092E-01  0.138747E-01  0.198427E+01  0.197646E+01 -0.167112E+00 -0.550625E-01
  0.383519E-02 -0.451872E-01  0.421734E-01  0.196944E+01  0.195433E+01  0.177987E+00 -0.166116E+00
  0.659553E-02  0.310623E-01 -0.747473E-01  0.194758E+01  0.192189E+01 -0.120993E+00  0.291153E+00
