# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97984    0.03089170    0.00122621    0.12172601        979856    0.03091353    0.00065845    0.12142656
          20         98012    0.03130423   -0.00113166    0.12111831       1959843    0.03090324    0.00021211    0.12151942
          30         97952    0.03115683    0.00095830    0.12201026       2939759    0.03090807    0.00014520    0.12148023
          40         97996    0.03166755    0.00018256    0.12306128       3919746    0.03094308    0.00004869    0.12158795
          50         97968    0.03111806   -0.00123927    0.12179870       4899440    0.03094578   -0.00001181    0.12151356
          60         97963    0.03093344   -0.00095607    0.12297937       5879372    0.03095897   -0.00005502    0.12160053
          70         97983    0.03077018   -0.00015974    0.12004950       6859138    0.03094031   -0.00004352    0.12156138
          80         98013    0.03077313    0.00098543    0.12130720       7839025    0.03093587   -0.00004742    0.12159576
          90         97980    0.03054698    0.00023399    0.12127930       8818948    0.03092903   -0.00002322    0.12157505
         100         98048    0.03049055   -0.00083416    0.12072804       9799001    0.03092409   -0.00003400    0.12157288
