# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         97952    0.02317944    0.00001500    0.06646240        979945    0.02308840    0.00039644    0.06647895
          20         98012    0.02364378   -0.00005635    0.06667435       1959730    0.02317011    0.00018783    0.06642551
          30         97943    0.02292103   -0.00030148    0.06734198       2939427    0.02313915    0.00013448    0.06641841
          40         97995    0.02314293    0.00002744    0.06619639       3919432    0.02316725    0.00005411    0.06643083
          50         98017    0.02228875   -0.00027663    0.06578533       4899266    0.02314406   -0.00000620    0.06641381
          60         97984    0.02343965    0.00109574    0.06547455       5879515    0.02315425    0.00002490    0.06635562
          70         98070    0.02377269    0.00009163    0.06640254       6859382    0.02315307    0.00004032    0.06632994
          80         97948    0.02332144    0.00051482    0.06645856       7839440    0.02315859    0.00003823    0.06633332
          90         98060    0.02292491   -0.00057649    0.06583803       8819113    0.02316231    0.00002568    0.06630945
         100         98016    0.02343346    0.00010124    0.06679044       9798714    0.02315843    0.00002547    0.06629354
