# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         87641    0.04755358   -0.00089389    0.19393300        876937    0.04768328   -0.00031403    0.19422398
          20         87692    0.04802474   -0.00132815    0.19332465       1753845    0.04756930   -0.00025122    0.19368688
          30         87589    0.04706612    0.00160407    0.19591327       2630293    0.04752543   -0.00015308    0.19362250
          40         87656    0.04788422    0.00082670    0.19347603       3507474    0.04751546    0.00001360    0.19356076
          50         87503    0.04738723   -0.00077756    0.19229034       4383823    0.04752723    0.00001903    0.19355223
          60         87717    0.04765807   -0.00007061    0.19222025       5261334    0.04753038    0.00000446    0.19357368
          70         87614    0.04753118    0.00102803    0.19351357       6137999    0.04751442    0.00005678    0.19348066
          80         87708    0.04722894    0.00066872    0.19316257       7014954    0.04750347    0.00007062    0.19342823
          90         87681    0.04712533    0.00079005    0.19252597       7891935    0.04747305    0.00005447    0.19341306
         100         87719    0.04780491    0.00001251    0.19290781       8768866    0.04746240    0.00006999    0.19337523
