# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         87827    0.04741285    0.00116464   -0.19459450        877114    0.04753100   -0.00008012   -0.19401175
          20         87579    0.04693749    0.00083861   -0.19291342       1753535    0.04746411   -0.00022103   -0.19378768
          30         87698    0.04752104    0.00039696   -0.19501287       2630571    0.04749930   -0.00026051   -0.19384355
          40         87745    0.04820433    0.00089921   -0.19693749       3507334    0.04750499   -0.00011109   -0.19385368
          50         87667    0.04730804   -0.00012016   -0.19305506       4385240    0.04749215   -0.00002910   -0.19379924
          60         87718    0.04811679    0.00054522   -0.19362678       5261840    0.04752132    0.00002431   -0.19382155
          70         87770    0.04773274   -0.00080440   -0.19375179       6138570    0.04752854    0.00001195   -0.19374739
          80         87810    0.04784794   -0.00077173   -0.19427090       7015813    0.04752554   -0.00002494   -0.19376554
          90         87872    0.04762047    0.00021578   -0.19265980       7892886    0.04752735   -0.00000293   -0.19372724
         100         87764    0.04746568   -0.00032865   -0.19381692       8770036    0.04752753    0.00000292   -0.19373626
