# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         77045    0.06125033   -0.00118369   -0.24015150        770580    0.06112889   -0.00007259   -0.23943708
          20         77060    0.06073367   -0.00178314   -0.23986454       1541159    0.06118057   -0.00021273   -0.23966887
          30         77222    0.06095248   -0.00031733   -0.23718008       2312275    0.06120143   -0.00007423   -0.23953889
          40         77238    0.06130180   -0.00019610   -0.23916378       3082782    0.06115189   -0.00015779   -0.23940391
          50         77202    0.06091962   -0.00009193   -0.23972907       3853464    0.06115086   -0.00020576   -0.23940290
          60         77072    0.06081517    0.00042114   -0.23680526       4623450    0.06110943   -0.00015045   -0.23929877
          70         77042    0.06177637    0.00037162   -0.24012054       5393738    0.06113190   -0.00014743   -0.23936519
          80         76926    0.06053842    0.00038768   -0.23738966       6163960    0.06110933   -0.00016103   -0.23931623
          90         77061    0.06145532    0.00062904   -0.24204132       6934894    0.06111082   -0.00013931   -0.23937906
         100         77287    0.06150256    0.00202436   -0.24124143       7705637    0.06111380   -0.00013573   -0.23940813
