# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         71782    0.07813171    0.00060250   -0.29042244        717355    0.07757067    0.00023543   -0.28733622
          20         71582    0.07743562   -0.00010657   -0.28872218       1434410    0.07765770    0.00028209   -0.28774562
          30         71773    0.07739476    0.00004968   -0.28541133       2152264    0.07766696    0.00004128   -0.28799177
          40         71732    0.07707431   -0.00134444   -0.28503907       2869250    0.07762290    0.00005011   -0.28788793
          50         71769    0.07708185    0.00030475   -0.28683151       3586712    0.07760167   -0.00001422   -0.28790587
          60         71572    0.07791326   -0.00132641   -0.28726775       4303732    0.07759072   -0.00011168   -0.28787647
          70         71944    0.07679319   -0.00049757   -0.28622799       5021609    0.07759820   -0.00004172   -0.28787290
          80         71310    0.07732284    0.00214334   -0.28698554       5738746    0.07758660    0.00000924   -0.28780664
          90         71740    0.07831395   -0.00074708   -0.29211015       6455825    0.07761642   -0.00004648   -0.28789720
         100         71669    0.07737769   -0.00029661   -0.28583599       7173059    0.07761929   -0.00004220   -0.28791593
