# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         71642    0.07670492    0.00260796    0.28483520        716819    0.07739532    0.00064794    0.28794535
          20         71809    0.07825256    0.00114786    0.29052985       1434071    0.07749309    0.00061985    0.28844627
          30         72014    0.07804840   -0.00105475    0.28962958       2152763    0.07762388    0.00031897    0.28855023
          40         71669    0.07772071    0.00122149    0.28799452       2870066    0.07767707    0.00026214    0.28852578
          50         71782    0.07785972    0.00031860    0.29261432       3587861    0.07767556    0.00017775    0.28869728
          60         71643    0.07722392    0.00054126    0.28608124       4305070    0.07768066    0.00009047    0.28860645
          70         71804    0.07673991   -0.00050439    0.28558540       5022476    0.07769225    0.00008090    0.28854636
          80         71785    0.07799680    0.00154437    0.28837768       5740144    0.07770008    0.00012746    0.28854747
          90         71722    0.07794684   -0.00082797    0.29044041       6457751    0.07770554    0.00004316    0.28856732
         100         71650    0.07687569    0.00045061    0.28618257       7175325    0.07770213   -0.00000388    0.28852075
