# iTrial                   Local step values                                      Cumulative average
# iTrial            ivisible       CD           CLy           CLz           ivisible       CD           CLy           CLz
          10         70466    0.08405233   -0.00048491   -0.30475172        704288    0.08399573    0.00047633   -0.30618396
          20         70401    0.08377297   -0.00085358   -0.30482722       1408478    0.08391386    0.00015013   -0.30582963
          30         70448    0.08391463   -0.00013979   -0.30667691       2112534    0.08386922   -0.00002879   -0.30569798
          40         70768    0.08460843   -0.00329241   -0.30948738       2816854    0.08386484   -0.00011299   -0.30544379
          50         70478    0.08373473   -0.00012456   -0.30672462       3521749    0.08389065   -0.00010178   -0.30548932
          60         70257    0.08334892    0.00063633   -0.30339233       4225444    0.08385196   -0.00014603   -0.30539020
          70         70301    0.08345976   -0.00075955   -0.30274439       4929548    0.08384870   -0.00007907   -0.30536209
          80         70565    0.08411778   -0.00064902   -0.30567629       5633833    0.08383723   -0.00014555   -0.30522617
          90         70106    0.08367137   -0.00172979   -0.30536682       6337522    0.08382182   -0.00012346   -0.30518515
         100         70717    0.08429345    0.00257954   -0.30862477       7041440    0.08382867   -0.00015128   -0.30520208
